Code,Name,Manufacturer,Part Number,Product Group Description,Stock Unit Name,Cost Price,Sales Price (£),Sales Price (€),Margin,,DMI Sales Price (€),Variance,DMI URL,,DentalSky Sales Price (£),Variance,DentalSky URL,,Dontalia Sales Price (€),Variance,Dontalia URL,,DMI Sales Price (£),Variance,DMI URL
PAP014A,Plastic Cups White Polypropylene 180ml (21809) - Case2000,4Aces,DVPPW1802A,PAPER PRODUCTS,Case (2000),£18.42,£29.49,€34.21,37.5%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PAP089,Whisper LUXI White Facial Tissues 2 Ply - Case36,Performance Hygiene,NWHP003,PAPER PRODUCTS,Case (36),£25.13,£36.36,€42.18,30.9%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PAT047,TePe Orthodontic Kit (962686) - Each,TePe,962686,Orthodontics and Accessories,Each,£4.82,£7.44,€8.63,35.2%,,€11.32,-23.8%,https://www.dmi.ie/products/tepe-orthodontic-kit-tepe-962686o.html?_gl=1*jq3t58*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDY3OC4wLjAuMA..,,N/A,N/A,,,€6.67,,https://www.dontalia.com/orthodontic-kit-tepe,,£9.48,,https://www.dmi.co.uk/products/tepe-orthodontic-kit-tepe-962686o.html?_gl=1*jq3t58*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDY3OC4wLjAuMA..
PAT064,TePe Select Toothbrushes Extra Soft - Each,TePe,322110,ORAL HYGIENE,Each,£0.75,£1.21,€1.40,38.0%,,€1.44,-2.5%,https://www.dmi.ie/products/tepe-select-toothbrush-singles-extra-soft-tepe-322110.html?name=TePe&type=simple&_gl=1*1sy5hq6*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDg3Ni4wLjAuMA..,,N/A,N/A,,,N/A,N/A,,,£1.20,,https://www.dmi.co.uk/products/tepe-select-toothbrush-singles-extra-soft-tepe-322110.html?name=TePe&type=simple&_gl=1*1sy5hq6*_up*MQ..*_ga*NjAxMTEzMzg2LjE3NDQxNzAzODA.*_ga_0T1NKWVSZ2*MTc0NDE3MDM3OS4xLjEuMTc0NDE3MDg3Ni4wLjAuMA..
PAT266,TePe Interspace Soft Brush (1 Handle + 12 Heads) - Each,TePe,412364,ORAL HYGIENE,Each,£2.92,£5.65,€6.55,48.3%,,€8.03,-18.4%,https://www.dmi.ie/products/tepe-interspace-1handle-12-heads-soft-yellow-tepe-412364.html?name=TePe&type=simple&_gl=1*989k47*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MTExMi4xLjAuMTc0NDE3MTExMi4wLjAuMA..,,£3.90,44.9%,https://www.dentalsky.com/tepe-interspace-soft-1-handlex12-heads-tepe.html,,N/A,N/A,,,£6.72,,https://www.dmi.co.uk/products/tepe-interspace-1handle-12-heads-soft-yellow-tepe-412364.html?name=TePe&type=simple&_gl=1*989k47*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3MTExMi4xLjAuMTc0NDE3MTExMi4wLjAuMA..
PBC065,Curaprox Perio Plus+ Support Toothpaste 0.09% 75ml - Each,Curaprox,CPP709,ORAL HYGIENE,Each,£4.71,£6.41,€7.44,26.6%,,€9.03,-17.7%,https://www.dmi.ie/products/curaprox-perio-plus-support-toothpaste-0-09-75ml-single-cura-cpp709.html?name=Curaprox&type=simple&_gl=1*xq64wr*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,,N/A,N/A,,,N/A,,,,£7.56,,https://www.dmi.co.uk/products/curaprox-perio-plus-support-toothpaste-0-09-75ml-single-cura-cpp709.html?name=Curaprox&type=simple&_gl=1*xq64wr*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..
PCG108,Oral-B Glide Floss Picks - Pack30,Oral-B,0405,ORAL HYGIENE,Pack (30),£3.39,£5.50,€6.38,38.4%,,€7.14,-10.6%,https://www.dmi.ie/products/oral-b-glide-floss-picks-30pk-oral-ob140sp.html?name=Oral-B&type=simple&_gl=1*1tkdpkm*_up*MQ..*_ga*MTI1Nzg0NjI4OS4xNzQ0MTM3MTU1*_ga_0T1NKWVSZ2*MTc0NDE0MDE5OC4yLjEuMTc0NDE0MDI4Ni4wLjAuMA..,,£4.60,19.6%,https://www.dentalsky.com/oral-b-glide-floss-picks-30.html,,N/A,,,,£5.98,,https://www.dmi.co.uk/products/oral-b-glide-floss-picks-30pk-oral-ob140sp.html?name=Oral-B&type=simple&_gl=1*1tkdpkm*_up*MQ..*_ga*MTI1Nzg0NjI4OS4xNzQ0MTM3MTU1*_ga_0T1NKWVSZ2*MTc0NDE0MDE5OC4yLjEuMTc0NDE0MDI4Ni4wLjAuMA..
PCO036,Oral-B Superfloss Strands Mint (C000523) - Each,Oral-B,C000523,ORAL HYGIENE,Pack (50),£1.49,£2.15,€2.49,30.7%,,N/A,N/A,,,£3.05,-29.5%,https://www.dentalsky.com/oral-b-superfloss.html,,N/A,,,,N/A,,
PCO040,Oral-B Essential Floss 50m (4103330317131) - Each,Oral-B,4103330317131,ORAL HYGIENE,Each,£0.83,£1.50,€1.74,44.7%,,N/A,N/A,,,£2.35,-36.2%,https://www.dentalsky.com/oral-b-essential-mint-floss-50m.html,,N/A,,,,N/A,,
PDM313,Panadent Minamint Refresh 100ml (80.PR032MR) Each,Panadent,80.PR032MR,ORAL HYGIENE,Each,£11.65,£15.75,€18.27,26.0%,,N/A,N/A,https://www.dmi.ie/products/panadent-minamint-mouthwash-100ml-pana-1.html,,£17.50,-10.0%,https://www.dentalsky.com/minamint-refresh-mouthwash-concentrate-100ml.html,,N/A,,,,N/A,,
PDP100,Curaprox Perio Plus+ Balance Mouthwash 0.05% 200ml - Each,Curaprox,CPP205,ORAL HYGIENE,Each,£5.02,£6.68,€7.75,24.8%,,€11.24,-31.1%,https://www.dmi.ie/products/perio-plus-balance-mouthwash-200ml-bottle-0-05-cura-cpp205.html?name=Curaprox&type=simple&_gl=1*sx3wel*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,,N/A,N/A,,,N/A,,,,£9.41,,https://www.dmi.co.uk/products/perio-plus-balance-mouthwash-200ml-bottle-0-05-cura-cpp205.html?name=Curaprox&type=simple&_gl=1*sx3wel*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..
PDP101,Curaprox Perio Plus+ Regenerate Mouthwash 0.09% 200ml - Each,Curaprox,CPP209,ORAL HYGIENE,Each,£4.98,£6.74,€7.82,26.1%,,€9.03,-13.4%,https://www.dmi.ie/products/curaprox-regenerate-mouthwash-0-09-200ml-cura-cpp209.html?name=Curaprox&type=simple&_gl=1*vg2yz4*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..,,N/A,N/A,,,N/A,,,,£7.56,,https://www.dmi.co.uk/products/curaprox-regenerate-mouthwash-0-09-200ml-cura-cpp209.html?name=Curaprox&type=simple&_gl=1*vg2yz4*_up*MQ..*_ga*NjgyMDc3OTQ3LjE3NDQwNTUxODk.*_ga_0T1NKWVSZ2*MTc0NDA1NTE4OS4xLjEuMTc0NDA1NTk1MS4wLjAuMA..
PHI003,Philips Zoom! Chairside Kit - DayWhite 6% HP Take-Home Gel,Philips,ZME2692,PHI - Philips Soniccare & Zoom!,Each,£123.21,£161.25,€187.05,23.6%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI005,Philips Zoom! DayWhite ACP Take Home Mini Kit 6% (HP) - Each,Philips,881013011010,PHI - Philips Soniccare & Zoom!,Each,£13.30,£17.50,€20.30,24.0%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI006,Philips Zoom! NiteWhite ACP Take Home Mini Kit 10% (CP) Each,Philips,881058011030,PHI - Philips Soniccare & Zoom!,Each,£13.37,£17.50,€20.30,23.6%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI007,Philips Zoom! NiteWhite ACP Take Home Mini Kit 16% (CP) Each,Philips,881058511030,PHI - Philips Soniccare & Zoom!,Each,£13.44,£17.50,€20.30,23.2%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI008,Philips Zoom! DayWhite ACP Take Home Standard 6% (HP) - Each,Philips,881073011030,PHI - Philips Soniccare & Zoom!,Each,£26.91,£34.90,€40.48,22.9%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI009,Philips Zoom! NiteWhite ACP Take Home Standard 10% (CP) Each,Philips,881073411030,PHI - Philips Soniccare & Zoom!,Each,£26.96,£34.90,€40.48,22.8%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI010,Philips Zoom! NiteWhite ACP Take Home Standard 16% (CP) Each,Philips,881073911030,PHI - Philips Soniccare & Zoom!,Each,£26.93,£34.90,€40.48,22.8%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI011A,Philips Zoom! Bulk Take Home Box DayWhite 6% (HP) - Box 25,Philips,881012125030,PHI - Philips Soniccare & Zoom!,Box (25),£88.85,£137.50,€159.50,35.4%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI011B,Philips Zoom! Bulk Take Home Box NiteWhite 10% (CP) - Box 25,Philips,881012325030,PHI - Philips Soniccare & Zoom!,Box (25),£87.75,£137.50,€159.50,36.2%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI011C,Philips Zoom! Bulk Take Home Box NiteWhite 16% (CP) - Box 25,Philips,881012525030,PHI - Philips Soniccare & Zoom!,Box (25),£88.85,£137.50,€159.50,35.4%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PHI019,Philips Zoom! EVA Tray Material - Pack12,Philips,881020401020,PHI - Philips Soniccare & Zoom!,Pack (12),£8.20,£12.10,€14.04,32.2%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PP021,Spiderman Stickers (PS375) - Roll100,Sherman Speciality,1090961,PREVENTITIVE PRODUCTS,Roll (100),£5.05,£7.25,€8.41,30.3%,,N/A,N/A,,,£9.95,-27.1%,https://www.dentalsky.com/stickers-ultimate-spideman-100.html,,N/A,N/A,,,N/A,,
PP037,Perfection Plus Protect+ Visor Refill (PP011/0051) - Pack12,Perfection Plus,011/0051,PREVENTITIVE PRODUCTS,Pack (12),£8.75,£14.13,€16.39,38.1%,,€22.70,-27.8%,https://www.dmi.ie/products/perfection-plus-protect-visor-mask-replacement-shield-refills-12pk-perf-0110051.html?_gl=1*17pkbxd*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3NzQyMS4zLjEuMTc0NDE3NzczNC4wLjAuMA..,,£17.60,-19.7%,https://www.dentalsky.com/protect-visor-shields-refill-12.html,,N/A,N/A,,,£19.00,,https://www.dmi.co.uk/products/perfection-plus-protect-visor-mask-replacement-shield-refills-12pk-perf-0110051.html?_gl=1*17pkbxd*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3NzQyMS4zLjEuMTc0NDE3NzczNC4wLjAuMA..
PP096,MediBadge Disney Princesses Stickers - Pack90,MediBadge,2325,PREVENTITIVE PRODUCTS,Pack (90),£3.51,£4.99,€5.79,29.7%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
PRC308,UnoDent Prophy Cups Latex Free RA Steel Shank - Pack144,UnoDent,PRC308,MISCELLANEOUS,Pack (144),£7.13,£23.29,€27.02,69.4%,,N/A,N/A,,,N/A,N/A,,,N/A,N/A,,,N/A,,
PRC315,Perfection Plus Prophy+ Polishing Cups RA (005/0009) Pack144,Perfection Plus,005/0009," FINISHING, POLISHING MATERIALS",Pack (144),£12.27,£19.65,€22.79,37.6%,,N/A,N/A,,,£15.10,30.1%,https://www.dentalsky.com/prophy-latex-free-polishing-cups-ra-144.html,,N/A,N/A,,,N/A,,
Q01537,Kavo Aspiration Connection (0.211.1761),KAVO,0.211.1761,KAVO EQUIPMENT & SPARES,Each,£20.65,£49.05,€56.90,57.9%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
Q02109,Kavo Aspiration Connection (0.211.1751),KAVO,0.211.1751,KAVO EQUIPMENT & SPARES,Each,£18.99,£43.67,€50.66,56.5%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
QLK100,Kavo Sieve (0.763.3423) Each,KAVO,0.763.3423,ENGINEERING,Each,£3.47,£7.88,€9.14,55.9%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
QWP002,Pegasus Barrier Envelope Size 2 (17302PEG) - Pack100,Astek Innovations,17302PEG,ENGINEERING,Pack (100),£4.88,£11.27,€13.07,56.7%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
SCB014,Koolpak Instant Ice Pack 24x12cm - Each,Koolpak,30DIIP20,MISCELLANEOUS,Each,£0.61,£1.33,€1.54,54.1%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
SE004,Roeko Surgitip 2.8mm (462025) - Box20,Coltene,462025,SALIVA EJECTORS,Box (20),£22.49,£47.25,€54.81,52.4%,,€57.04,-3.9%,https://www.dmi.ie/products/roeko-surgitip-2-5mm-20pk-roek-462025.html?name=%20Roeko%20Surgitip%202.8mm&type=simple&_gl=1*cg7owc*_up*MQ..*_ga*MTMzOTUzMzI0MS4xNzQ0MDQ2MTE0*_ga_0T1NKWVSZ2*MTc0NDA0NjExNC4xLjEuMTc0NDA0NjE1Ny4wLjAuMA..,,£37.95,24.5%,https://www.dentalsky.com/surgitip-aspirator-tips-2-5mm-20.html,,N/A,,,,£47.76,,https://www.dmi.co.uk/products/roeko-surgitip-2-5mm-20pk-roek-462025.html?name=%20Roeko%20Surgitip%202.8mm&type=simple&_gl=1*cg7owc*_up*MQ..*_ga*MTMzOTUzMzI0MS4xNzQ0MDQ2MTE0*_ga_0T1NKWVSZ2*MTc0NDA0NjExNC4xLjEuMTc0NDA0NjE1Ny4wLjAuMA..
SE011,Perfection Plus Saliva Ejectors Clear (PP011/4250) - Pack100,Perfection Plus,011/4250 / 50,SALIVA EJECTORS,Pack (100),£1.95,£3.68,€4.27,47.0%,,€3.81,12.0%,https://www.dmi.ie/products/perfection-plus-saliva-ejectors-fixed-tip-100pk-clear-perf-0114250.html?_gl=1*1phdi1s*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3NzQyMS4zLjEuMTc0NDE3NzQ1OS4wLjAuMA..,,£3.05,20.7%,https://www.dentalsky.com/perfection-plus-saliva-ejectors-fixed-tip-clear-100.html,,N/A,N/A,,,£3.19,,https://www.dmi.co.uk/products/perfection-plus-saliva-ejectors-fixed-tip-100pk-clear-perf-0114250.html?_gl=1*1phdi1s*_up*MQ..*_ga*NTkyOTAzNjguMTc0NDE3MTExMg..*_ga_0T1NKWVSZ2*MTc0NDE3NzQyMS4zLjEuMTc0NDE3NzQ1OS4wLjAuMA..
SE015,Orsing Hygovac Aspirator Tubes - Pack100,J H Orsing Ab,V2800,SALIVA EJECTORS,Pack (100),£1.74,£4.30,€4.99,59.5%,,N/A,N/A,,,£2.70,59.3%,https://www.dentalsky.com/hygovac-100.html,,€3.34,,https://www.dontalia.com/hygovac-100u.html,,N/A,,
SE016,Orsing Hygovac Vent Aspirator Tubes - Pack100,J H Orsing Ab,V2800V,SALIVA EJECTORS,Pack (100),£1.94,£4.53,€5.25,57.2%,,€5.28,-0.5%,https://www.dmi.ie/products/j-h-orsing-hygovac-aspirator-tubes-side-vented-100pk-orsi-v100v.html?name=J%20H%20Orsing%20Ab&type=simple&_gl=1*3tzzrr*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDEyMTE4My4yLjEuMTc0NDEyMTM0MC4wLjAuMA..,,£3.00,51.0%,https://www.dentalsky.com/hygovac-vent.html,,€4.54,,https://www.dontalia.com/hygovac-vent-100u.html,,£4.42,,https://www.dmi.co.uk/products/j-h-orsing-hygovac-aspirator-tubes-side-vented-100pk-orsi-v100v.html?name=J%20H%20Orsing%20Ab&type=simple&_gl=1*3tzzrr*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDEyMTE4My4yLjEuMTc0NDEyMTM0MC4wLjAuMA..
SE050,Orsing Aspirator Tube Vented/Non-Vented - Pack100,J H Orsing Ab,AV 100,SALIVA EJECTORS,Pack (100),£1.42,£3.27,€3.79,56.6%,,€5.28,-28.2%,https://www.dmi.ie/products/j-h-orsing-aspirator-tubes-scantube-100pk-non-vented-tubes-orsi-v100.html?name=J%20H%20Orsing%20Ab&type=simple&_gl=1*6pmbxq*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDEyMTE4My4yLjEuMTc0NDEyMTM0MC4wLjAuMA..,,N/A,N/A,,,N/A,,,,£4.42,,https://www.dmi.co.uk/products/j-h-orsing-aspirator-tubes-scantube-100pk-non-vented-tubes-orsi-v100.html?name=J%20H%20Orsing%20Ab&type=simple&_gl=1*6pmbxq*_up*MQ..*_ga*MzI4NzQ0ODA0LjE3NDQxMTg5MTU.*_ga_0T1NKWVSZ2*MTc0NDEyMTE4My4yLjEuMTc0NDEyMTM0MC4wLjAuMA..
SE055,Bossklein Spectrum Tips (SPE0001) - Pack250,Bossklein,SPE0001,SALIVA EJECTORS,Pack (250),£12.43,£17.76,€20.60,30.0%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
SE066,UnoDent Multi-colour 3in1 Syringe Tips (CJT290) - Pack250,UnoDent,CJT290,SALIVA EJECTORS,Pack (250),£5.33,£18.21,€21.12,70.7%,,N/A,N/A,,,N/A,N/A,,,N/A,N/A,,,N/A,,
SE076,Perfection Plus Protect+ Disposable 3 in 1 Tips White,Perfection Plus,002/5800,SALIVA EJECTORS,Pack (250),£8.75,£14.00,€16.24,37.5%,,N/A,N/A,,,N/A,N/A,,,N/A,N/A,,,N/A,,
SYC093,"TSK Steriglide Cannula 27Gx38mm (1.5"") - Pack20",TSK,SGC-27038ISG,ANAESTHETIC ACCESSORIES,Pack (20),£100.00,£119.02,€138.06,16.0%,,N/A,N/A,,,N/A,N/A,N/A,,N/A,N/A,N/A,,N/A,,
SYT105,BD Insulin Syringe Microfine 0.5ml 30Gx8mm - Box200,BD,324893,ANAESTHETIC ACCESSORIES,Box (200),£18.95,£30.65,€35.55,38.2%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
ZKAV02006046,Kavo O-Ring 2 x 1 (0.200.6046) - Pack5,KAVO,0.200.6046,ENGINEERING,Pack (5),£8.47,£12.10,€14.04,30.0%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
ZKAV02006121,Kavo O-Ring 8x1 (0.200.6121) - Pack10,KAVO,0.200.6121,ENGINEERING,Pack (10),£11.41,£16.30,€18.91,30.0%,,N/A,N/A,,,N/A,N/A,,,N/A,,,,N/A,,
ZMDT51,Woodpecker EMS Perio Tip P1 (WOO/TIP/P1),MEDIDENT,P1,MEDIDENT EQUIPMENT & SPARES,Each,£5.95,£25.00,€29.00,76.2%,,21.5,34.9%,https://www.dmi.ie/products/id-26180.html?name=Woodpecker&type=simple&_gl=1*e2z794*_up*MQ..*_ga*MTE0NTU3NzIzMC4xNzQ0MTM2NjAw*_ga_0T1NKWVSZ2*MTc0NDEzNjU5OS4xLjEuMTc0NDEzNjg1Ny4wLjAuMA..,,N/A,N/A,,,N/A,,,,£18.00,,https://www.dmi.co.uk/products/id-26180.html?name=Woodpecker&type=simple&_gl=1*e2z794*_up*MQ..*_ga*MTE0NTU3NzIzMC4xNzQ0MTM2NjAw*_ga_0T1NKWVSZ2*MTc0NDEzNjU5OS4xLjEuMTc0NDEzNjg1Ny4wLjAuMA..
,UnoDent Plastic Handled Impression Tray Medium Lower -Pack25,,,,,,£11.69,,,,,,,,,,,,,,,,,,
,UnoDent Plastic Handled Impression Tray Small Lower - Pack25,,,,,,£12.24,,,,,,,,,,,,,,,,,,
,Stic Tray Adhesive Paint-On,,,,,,N/A,,,,,,,,,,,,,,,,,,
,Septodont Racestyptine Solution 13ml - Each,,,,,,£48.60,,,,,,,,,,,,,,,,,,
,Premier Knit-Pak Retraction Cord Size 00 Brown (9007552),,,,,,£19.86,,,,,,,,,,,,,,,,,,
,Perfection Plus Artic Paper Blue Thin PP002/0006,,,,,,£6.95,,,,,,,,,,,,,,,,,,
,GC Epitex Finishing Strip Coarse Blue 10m (10000118) - Each,,,,,,£50.86,,,,,,,,,,,,,,,,,,
,Edenta Diamond Finishing Strips Perforated 45um 3.75mm PDS3,,,,,,£57.24,,,,,,,,,,,,,,,,,,
,Edenta Diamond Finishing Strips Perforated 16mm 15um 3.75mm,,,,,,£57.24,,,,,,,,,,,,,,,,,,
,Edenta Diamond Finishing Strips Perforated 30um 3.75mm PFDS3,,,,,,£57.24,,,,,,,,,,,,,,,,,,
,Shofu Super-Snap Disk Kit (N0510) - Each,,,,,,£86.35,,,,,,,,,,,,,,,,,,
,UnoDent Glass Ionomer Luting Cement Kit Universal (LCO010),,,,,,£33.02,,,,,,,,,,,,,,,,,,
,Dentsply Kalzinol Liquid 15ml (61116001) - Each,,,,,,£63.50,,,,,,,,,,,,,,,,,,
,Dentsply Kalzinol Powder 40g (61116100) - Each,,,,,,£70.88,,,,,,,,,,,,,,,,,,
,Dentsply Dycal Ivory (61105501) - Each,,,,,,£40.31,,,,,,,,,,,,,,,,,,
,Kerr Hawe Transparent Strip Roll 8mm (686) - Each,,,,,,£17.02,,,,,,,,,,,,,,,,,,
,Astek Pro-Matrix - Wide - Blue (19005) - Pack50,,,,,,£66.08,,,,,,,,,,,,,,,,,,
,Astek Pro-Matrix - Narrow - Green (19000) - Pack50,,,,,,£66.08,,,,,,,,,,,,,,,,,,
,Astek Pro-Matrix Curve Wide 6mm Orange (19006) - Pack50,,,,,,£73.16,,,,,,,,,,,,,,,,,,
,Kulzer Venus Pearl ONE PLT Refill 20x0.2g (66081837) -Pack20,,,,,,£92.19,,,,,,,,,,,,,,,,,,
,Kulzer Venus Pearl ART PLT BXL 10x0.2g (66048097) - Box10,,,,,,£44.20,,,,,,,,,,,,,,,,,,
,3M Filtek Z500 Capsules A1 20x0.2g (8021A1) - Pack20,,,,,,£72.24,,,,,,,,,,,,,,,,,,
,3M Filtek Z500 Capsules A2 20x0.2g (8021A2) - Pack20,,,,,,£72.24,,,,,,,,,,,,,,,,,,
,3M Filtek Z500 Capsules A3 20x0.2g (8021A3) - Pack20,,,,,,£62.58,,,,,,,,,,,,,,,,,,
,3M Filtek Z500 Capsules A3.5 20x0.2g (8021A3.5) -Pack20,,,,,,£72.24,,,,,,,,,,,,,,,,,,
,3M Filtek Z500 Capsules A4 20x0.2g (8021A4) - Pack20,,,,,,£72.24,,,,,,,,,,,,,,,,,,
,Kuraray Alloy Primer 5ml (#064-EU) - Each,,,,,,£94.25,,,,,,,,,,,,,,,,,,
,Schulke Perform ID Tub 900g (122305) - Each,,,,,,£63.53,,,,,,,,,,,,,,,,,,
,Durr Orotol Plus 2.5Litre - Each (CDS110P6150),,,,,,£70.10,,,,,,,,,,,,,,,,,,
,UnoDent Aluminium Instrument Tray Solid Silver (GTT010)-Each,,,,,,£14.63,,,,,,,,,,,,,,,,,,
,Hospec pH Neutral Detergent,,,,,,N/A,,,,,,,,,,,,,,,,,,
,UnoDent Alginate Fast Set Mint Refill 500g (IAA310) - Each,,,,,,£6.21,,,,,,,,,,,,,,,,,,
,Zhermack Alginate Mixing Bowl (C300992) - Each,,,,,,£7.10,,,,,,,,,,,,,,,,,,
,Zhermack Elite HD+ Putty Soft Fast Setting 500ml (C203010),,,,,,£57.30,,,,,,,,,,,,,,,,,,
,Zhermack Elite HD+ Wash LB Fast Setting 2x50ml (C203040),,,,,,£43.74,,,,,,,,,,,,,,,,,,
,UnoDent Plastic Handled Impression Tray Large Upper - Pack25,,,,,,£8.73,,,,,,,,,,,,,,,,,,
,Plastic Handled Imp Tray Large Lower,,,,,,N/A,,,,,,,,,,,,,,,,,,
,UnoDent Plastic Handled Impression Trays Medium Upper - Pk25,,,,,,£11.69,,,,,,,,,,,,,,,,,,
,UnoDent Round Handle Autoclavable Lucas 86 Bone Curette,,,,,,£7.99,,,,,,,,,,,,,,,,,,
,UnoDent Scissors Suture Straight (DSD330) - Each,,,,,,£9.18,,,,,,,,,,,,,,,,,,
,UnoDent Spatulas 8 DE Cement Autoclavable - Each,,,,,,£9.03,,,,,,,,,,,,,,,,,,
,UnoDent Spatulas Alginate Autoclavable - Pack6,,,,,,£12.02,,,,,,,,,,,,,,,,,,
,UnoDent Tweezers College Type Angled - Each,,,,,,£3.98,,,,,,,,,,,,,,,,,,
,UnoDent Gates Glidden Drills No. 3 - Pack6,,,,,,£12.34,,,,,,,,,,,,,,,,,,
,UnoDent Gates Glidden Drills No. 5 - Pack6,,,,,,£12.34,,,,,,,,,,,,,,,,,,
,UnoDent Barbed Broach 25mm No. 3 - Box10,,,,,,£5.62,,,,,,,,,,,,,,,,,,
,Falcon NiTi K Files 25mm 10 Purple (EMC510) - Pack6,,,,,,£5.85,,,,,,,,,,,,,,,,,,
,Falcon NiTi K Files 25mm 15 White (EMC515) - Pack6,,,,,,£5.85,,,,,,,,,,,,,,,,,,
,Falcon NiTi K Files 25mm 20 Yellow (EMC520) - Pack6,,,,,,£5.85,,,,,,,,,,,,,,,,,,
,Falcon NiTi K Files 25mm 25 Red (EMC525) - Pack6,,,,,,£5.85,,,,,,,,,,,,,,,,,,
,Falcon NiTi K Files 25mm 30 Blue (EMC530) - Pack6,,,,,,£5.85,,,,,,,,,,,,,,,,,,
,Falcon NiTi K Files 25mm 35 Green (EMC535) - Pack6,,,,,,£5.85,,,,,,,,,,,,,,,,,,
,Falcon NiTi K Files 25mm 40 Black (EMC540) - Pack6,,,,,,£5.85,,,,,,,,,,,,,,,,,,
,Dentsply WaveOne Gold Paper Points Primary (A175W00000P03),,,,,,£29.49,,,,,,,,,,,,,,,,,,
,Dentsply WaveOne Gold Conform Fit Gutta-Percha Primary - 60,,,,,,£22.93,,,,,,,,,,,,,,,,,,
,Parcan N (NaOCI 3%),,,,,,N/A,,,,,,,,,,,,,,,,,,
,Dentsply AH Plus Pack (60620110) - Each,,,,,,£172.61,,,,,,,,,,,,,,,,,,
,UnoDent Rubber Dam Forceps Stokes (EWF010) - Each,,,,,,£27.46,,,,,,,,,,,,,,,,,,
