Code,Name,Manufacturer,Part Number,Product Group Description,Stock Unit Name,Cost Price,Sales Price (£),Sales Price (€),Margin,DMI Sales Price (€),Variance (DMI IE),DMI URL (IE),DentalSky Sales Price (£),Variance (DentalSky),DentalSky URL,Dontalia Sales Price (€),Variance (Dontalia),Dontalia URL,DMI Sales Price (£),Variance (DMI UK),DMI URL (UK),Henry Schein Sales Price (€),Variance (Henry Schein),Henry Schein URL,DMI IE Notes,DMI UK Notes,DentalSky Notes,Dontalia Notes,Henry Schein Notes
,Meditrade Nitril Sensory Blue Nitrile Glove Large - Box200,,,,,,£5.84,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Meditrade Suavel Protec Plus Type IIR Surgical Mask Ear Loop,,,,,,£3.01,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,J&S Davis Solo Disposable Saliva Ejectors Clear (SOL0038C),,,,,,£7.75,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Gluco Boost,,,,,,£19.34,,,€55.35,N/A,https://www.dmi.ie/products/disposable-sterile-sponge-brush-for-hands-nails-technoscrub-4-chlorhexidine-gluconate-pack-24-with-nail-pick-omn-32-z0501-00.html,N/A,,,N/A,,,£45.60,-57.6%,https://www.dmi.co.uk/products/disposable-sterile-sponge-brush-for-hands-nails-technoscrub-4-chlorhexidine-gluconate-pack-24-with-nail-pick-omn-32-z0501-00.html,N/A,,,,,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Sterile Diamond Bur FG 566 Single Use (BES566)-Box25,,,,,,£25.03,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Meditrade Nitril Sensory Blue Nitrile Glove Small - Box200,,,,,,£5.84,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Meditrade Nitril Sensory Blue Nitrile Glove Medium - Box200,,,,,,£5.46,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Meditrade Nitril Sensory Blue Nitrile Glove Large - Box200,,,,,,£5.84,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Disposable Bibs 3 Ply Green - Pack500,,,,,,£24.59,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Poly Mixing Pad 8x8cms 100 Sheets (CTM102) - Each,,,,,,£3.60,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,UnoDent Premier Plastic Filling 155,,,,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply WaveOne Gold Primary File 25mm (A0753225G0P03),,,,,,£60.17,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply WaveOne Gold Paper Points Primary (A175W00000P03),,,,,,£29.49,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Dentsply WaveOne Gold Conform Fit Gutta-Percha Primary - 60,,,,,,£22.93,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Covidien Monoject 3ml Endo Syringes & Needles 23G - Box100,,,,,,£44.31,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,"Covidien Monoject 3ml Endo Syringes & Needles 27Gx1.25"" -100",,,,,,£32.23,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,3M Scotchbond Universal Adhesive 5ml (41258) - Each,,,,,,£147.91,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Reliance Bond-A-Braid Lingual Retainer Wire - Pack10,,,,,,£50.26,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Microbrush Regular Size Assorted (0732.2) - Pack400,,,,,,£58.27,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,SDI Riva Light Cure Capsules A2 (8700002) - Box50,,,,,,£128.73,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
,Kulzer Venus Pearl ART PLT A2 20x0.2g (66048141) - Box20,,,,,,£78.15,,,N/A,,,N/A,,,N/A,,,N/A,,,N/A,,,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor,Not listed on competitor
